CITY.NAME,Year,Population,Levy.Rate,Adjusted.Amount,CITY.SIZE
BIRMINGHAM,2012,442,8.1,5673464.871,RURAL
BLAIRSBURG,2012,211,14.19472,4034675.52,RURAL
BLAIRSTOWN,2012,681,8.1,16468977.58,RURAL
BLAKESBURG,2012,293,16.20508,3904076.866,RURAL
BLANCHARD,2012,37,14.68925,407686.5646,RURAL
BLOCKTON,2012,191,14.19726,1349694.668,RURAL
BLOOMFIELD,2012,2615,15.24971,58483700.65,URBAN CLUSTER
BLUE GRASS,2012,1551,11.30132,56055398.98,RURAL PLUS
BODE,2012,299,11.0115,7357643.642,RURAL
BONAPARTE,2012,426,9.66749,6254668.714,RURAL
BONDURANT,2012,4346,14.13096,109652138,URBAN CLUSTER
BOONE,2012,12538,15.6258,321892926.8,NANO- and MICROPOLITAN
BOUTON,2012,132,13.04363,2049683.284,RURAL
BOXHOLM,2012,191,6.70085,5233547.619,RURAL
BOYDEN,2012,708,11.99927,16381693.2,RURAL
BRADDYVILLE,2012,156,10.45478,2743982.97,RURAL
BRADGATE,2012,85,8.55168,3398164.087,RURAL
BRANDON,2012,323,10.5792,4979420.877,RURAL
BRAYTON,2012,121,30.94745,1366041.929,RURAL
BREDA,2012,480,10.02636,12677062.6,RURAL
BRIDGEWATER,2012,171,10.779,1745088.265,RURAL
BRIGHTON,2012,656,10.42628,7971404.741,RURAL
BRISTOW,2012,160,14.22578,2366031.177,RURAL
BRITT,2012,2054,17.03536,42936098.16,RURAL PLUS
BRONSON,2012,323,9.49379,5440272.599,RURAL
BROOKLYN,2012,1460,14.987,35709278.36,RURAL PLUS
BRUNSVILLE,2012,152,6.20597,4658897.573,RURAL
BUCK GROVE,2012,43,11.0215,543806.3776,RURAL
BUCKEYE,2012,111,8.1,3814510.097,RURAL
BUFFALO,2012,1283,9.12078,67046724.44,RURAL PLUS
BUFFALO CENTER,2012,889,16.95751,14825523.86,RURAL PLUS
BURLINGTON,2012,25541,15.01923,642011851.5,NANO- and MICROPOLITAN
BURT,2012,526,15.06994,5527134.412,RURAL
BUSSEY,2012,423,12.45526,3991704.859,RURAL
CALAMUS,2012,431,8.1,8981116.576,RURAL
CALLENDER,2012,365,17.2969,5924917.162,RURAL
CALMAR,2012,971,12.50753,23593146.34,RURAL PLUS
CALUMET,2012,169,12.9978,2899480.671,RURAL
CAMANCHE,2012,4433,11.47047,140933059.9,URBAN CLUSTER
CAMBRIDGE,2012,828,8.1,19555856.48,RURAL PLUS
CANTRIL,2012,219,11.47393,3500749.631,RURAL
CARBON,2012,33,8.859,571198.6485,RURAL
CARLISLE,2012,3949,13.80466,105245344.9,URBAN CLUSTER
CARPENTER,2012,108,8.24545,1781868.48,RURAL
CARROLL,2012,10048,12.9243,380210055.1,NANO- and MICROPOLITAN
CARSON,2012,803,15.74509,17844926.01,RURAL PLUS
CARTER LAKE,2012,3779,13.78945,115996091.8,URBAN CLUSTER
CASCADE,2012,2208,8.39001,72958877.62,RURAL PLUS
CASEY,2012,416,20.08405,8252278.692,RURAL
CASTALIA,2012,172,8.1,2608196.903,RURAL
CASTANA,2012,139,18.10855,1757134.512,RURAL
CEDAR FALLS,2012,39867,12.86369,1483663407,NANO- and MICROPOLITAN
CEDAR RAPIDS,2012,128478,15.21621,5330545160,NANO- and MICROPOLITAN
CENTER POINT,2012,2471,14.47845,68464296.89,RURAL PLUS
CENTERVILLE,2012,5562,15.29031,106603384.2,NANO- and MICROPOLITAN
CENTRAL CITY,2012,1282,10.62736,31503855.11,RURAL PLUS
CENTRALIA,2012,124,2.93028,3424960.64,RURAL
CHARITON,2012,4259,18.56005,83707527.76,URBAN CLUSTER
CHARLES CITY,2012,7528,16.19491,213992392.3,NANO- and MICROPOLITAN
CHARLOTTE,2012,387,8.18308,6654591.204,RURAL
CHARTER OAK,2012,507,18.45008,8252648.324,RURAL
CHATSWORTH,2012,82,7.394,636174.0985,RURAL
CHELSEA,2012,263,15.92771,3996720.017,RURAL
CHEROKEE,2012,5190,17.44848,109051589.5,NANO- and MICROPOLITAN
CHESTER,2012,125,9.912,3201270.252,RURAL
CHILLICOTHE,2012,97,8.1,1302057.848,RURAL
CHURDAN,2012,377,14.89869,7611185.432,RURAL
CINCINNATI,2012,353,10.10425,3509865.734,RURAL
CLARE,2012,143,12.98845,6288626.445,RURAL
CLARENCE,2012,960,9.96229,23859049.28,RURAL PLUS
CLARINDA,2012,5522,17.85585,109510273.6,NANO- and MICROPOLITAN
CLARION,2012,2803,17.08882,69859257.16,URBAN CLUSTER
CLARKSVILLE,2012,1433,15.46207,24085651.87,RURAL PLUS
CLAYTON,2012,40,6.73201,4163094.06,RURAL
CLEAR LAKE,2012,7730,10.54051,418560126.2,NANO- and MICROPOLITAN
CLEARFIELD,2012,364,13.98551,6430540.156,RURAL
CLEGHORN,2012,233,12.73035,6112155.696,RURAL
CLEMONS,2012,150,9.99669,1852269.093,RURAL
CLERMONT,2012,622,11.71184,13994784.97,RURAL
CLINTON,2012,26598,15.33218,909849146.1,NANO- and MICROPOLITAN
CLIO,2012,79,8.1,1522725.683,RURAL
CLIVE,2012,16363,9.54485,1128845328,NANO- and MICROPOLITAN
CLUTIER,2012,210,8.1,3588924.895,RURAL
COBURG,2012,41,13.02315,535087.7189,RURAL
COGGON,2012,672,11.78881,14127806.87,RURAL
COIN,2012,189,12.73012,2541838.023,RURAL
COLESBURG,2012,397,10.25289,7057884.347,RURAL
COLFAX,2012,2065,17.06285,41597368.65,RURAL PLUS
COLLEGE SPRINGS,2012,209,16.30791,2206301.545,RURAL
COLLINS,2012,492,10.96534,9120040.93,RURAL
COLO,2012,874,12.92261,18417706.36,RURAL PLUS
COLUMBUS CITY,2012,385,9.80521,4510261.398,RURAL
COLUMBUS JUNCTION,2012,1894,11.65786,31846467.54,RURAL PLUS
COLWELL,2012,72,10.47828,1127760.932,RURAL
CONESVILLE,2012,433,8.83728,3849683.488,RURAL
CONRAD,2012,1104,12.35249,33905669.75,RURAL PLUS
CONWAY,2012,41,17.36124,226239.236,RURAL
COON RAPIDS,2012,1292,13.92362,29801288.92,RURAL PLUS
COPPOCK,2012,47,8.1,341999.662,RURAL
CORALVILLE,2012,19710,13.5277,1212227665,NANO- and MICROPOLITAN
CORNING,2012,1586,17.60502,26959334.53,RURAL PLUS
CORRECTIONVILLE,2012,816,9.35595,14190812.14,RURAL PLUS
CORWITH,2012,273,14.92675,4320260.489,RURAL
CORYDON,2012,1566,14.47302,25521392.83,RURAL PLUS
COTTER,2012,48,6.84909,701171.0804,RURAL
COULTER,2012,275,9.84719,4513410.451,RURAL
COUNCIL BLUFFS,2012,62160,17.85106,2250322668,NANO- and MICROPOLITAN
CRAIG,2012,90,6.44079,5815994.935,RURAL
CRAWFORDSVILLE,2012,266,7.4925,4526006.661,RURAL
CRESCENT,2012,614,6.00089,18485001.88,RURAL
CRESCO,2012,3872,17.30357,94930350.74,URBAN CLUSTER
CRESTON,2012,7864,13.85255,179232709.4,NANO- and MICROPOLITAN
CROMWELL,2012,108,6.51351,1787100.752,RURAL
CRYSTAL LAKE,2012,245,13.16083,2988985.535,RURAL
CUMBERLAND,2012,257,16.80615,3433835.405,RURAL
CUMMING,2012,374,9.7592,21810831.07,RURAL
CURLEW,2012,57,8.1,849619.748,RURAL
CUSHING,2012,218,11.06959,3186646.447,RURAL
CYLINDER,2012,87,8.1,1983930.888,RURAL
DAKOTA CITY,2012,835,10.75852,15262865.35,RURAL PLUS
DALLAS CENTER,2012,1713,12.9774,58945585.91,RURAL PLUS
DANA,2012,70,11.19685,1164885.659,RURAL
DANBURY,2012,348,6.12825,8346051.374,RURAL
DANVILLE,2012,928,13.8046,15927388.99,RURAL PLUS
DAVENPORT,2012,101165,15.53,3658794145,NANO- and MICROPOLITAN
DAVIS CITY,2012,193,12.54425,2066206.389,RURAL
DAWSON,2012,136,7.85452,3157513.674,RURAL
DAYTON,2012,815,21.04996,11474883.55,RURAL PLUS
DE SOTO,2012,1083,12.63044,24355601.93,RURAL PLUS
DE WITT,2012,5293,14.07224,185901379.8,NANO- and MICROPOLITAN
DECATUR CITY,2012,190,10.57405,2264701.665,RURAL
DECORAH,2012,8105,12.54284,259679052.4,NANO- and MICROPOLITAN
DEDHAM,2012,265,6.10001,5487474.294,RURAL
DEEP RIVER,2012,278,13.66194,4116637.91,RURAL
DEFIANCE,2012,279,8.1,4684369.012,RURAL
DELAWARE,2012,157,8.0328,3571078.47,RURAL
DELHI,2012,464,13.25128,14616688.75,RURAL
DELMAR,2012,518,8.76564,9732465.251,RURAL
DELOIT,2012,269,8.1,3304521.493,RURAL
DELPHOS,2012,24,3.47581,281857.2451,RURAL
DELTA,2012,326,13.25627,2588350.695,RURAL
DENISON,2012,8385,17.22636,171707063.3,NANO- and MICROPOLITAN
DENVER,2012,1783,7.93451,51876923.91,RURAL PLUS
DERBY,2012,114,9.45931,723292.5014,RURAL
DES MOINES,2012,210244,16.58,6411161949,NANO- and MICROPOLITAN
DEXTER,2012,625,12.25423,16051452.69,RURAL
DIAGONAL,2012,323,19.88433,2989592.917,RURAL
DICKENS,2012,183,8.09988,6317496.349,RURAL
DIKE,2012,1230,17.85145,42467304.72,RURAL PLUS
DIXON,2012,247,8.1,5342746.173,RURAL
DOLLIVER,2012,66,8.1,1586115.841,RURAL
DONAHUE,2012,361,7.2208,9402487.613,RURAL
DONNELLSON,2012,892,12.99779,17497050.81,RURAL PLUS
DOON,2012,606,8.99753,13607900.99,RURAL
DOUGHERTY,2012,57,20.60153,953003.7697,RURAL
DOW CITY,2012,517,12.71164,6079910.655,RURAL
DOWS,2012,533,13.17909,8816755.773,RURAL
DRAKESVILLE,2012,183,9.83927,2344725.28,RURAL
DUBUQUE,2012,58165,10.45111,2163101609,NANO- and MICROPOLITAN
DUMONT,2012,634,15.56501,9445904.165,RURAL
DUNCOMBE,2012,402,13.35835,12823761.8,RURAL
DUNDEE,2012,172,8.1,2318843.836,RURAL
DUNKERTON,2012,863,8.57877,26534228.59,RURAL PLUS
DUNLAP,2012,1015,13.25358,23925082.49,RURAL PLUS
DURANGO,2012,24,93229,741940.9929,RURAL
DURANT,2012,1852,15.70847,64323039.84,RURAL PLUS
DYERSVILLE,2012,4076,9.46837,193119198.4,URBAN CLUSTER
DYSART,2012,1368,12.75571,33423463.69,RURAL PLUS
EAGLE GROVE,2012,3513,17.46267,62549550,URBAN CLUSTER
EARLHAM,2012,1428,11.85546,35101357.81,RURAL PLUS
EARLING,2012,439,9.29351,9183286.644,RURAL
EARLVILLE,2012,802,14.41419,16857170.52,RURAL PLUS
EARLY,2012,546,16.5526,7179648.608,RURAL
EAST PERU,2012,122,10.44057,1381719.007,RURAL
EDDYVILLE,2012,1019,16.4822,18360178.29,RURAL PLUS
EDGEWOOD,2012,877,13.13376,24296789.11,RURAL PLUS
ELBERON,2012,193,10.22254,3432049.148,RURAL
ELDON,2012,921,16.97914,9243984.406,RURAL PLUS
ELDORA,2012,2706,21.60829,50975040.65,URBAN CLUSTER
ELDRIDGE,2012,5888,6.75418,277038091.2,NANO- and MICROPOLITAN
ELGIN,2012,673,12.40405,12125775.66,RURAL
ELK HORN,2012,651,13.91902,14042131.11,RURAL
ELK RUN HEIGHTS,2012,1130,6.01404,35354050.88,RURAL PLUS
ELKADER,2012,1269,18.00633,37295730.64,RURAL PLUS
ELKHART,2012,700,9.896,15670125.76,RURAL
ELKPORT,2012,34,8.08552,573675.7237,RURAL
ELLIOTT,2012,344,17.9737,3987959.191,RURAL
ELLSTON,2012,40,8.1,458411.4305,RURAL
ELLSWORTH,2012,520,11.50734,12518371.89,RURAL
ELMA,2012,547,13.70109,9738047.418,RURAL
ELY,2012,1886,8.33785,52124351.51,RURAL PLUS
EMERSON,2012,431,13.43127,7938205.114,RURAL
EMMETSBURG,2012,3846,13.46281,102878022.7,URBAN CLUSTER
EPWORTH,2012,1921,10.95,42747348.79,RURAL PLUS
ESSEX,2012,778,13.80899,13206951.25,RURAL
ESTHERVILLE,2012,6095,16.5,126060125.3,NANO- and MICROPOLITAN
EVANSDALE,2012,4760,6.87978,114253086.7,URBAN CLUSTER
EVERLY,2012,590,11.85327,15263540.02,RURAL
EXIRA,2012,790,16.93318,12017915.67,RURAL
EXLINE,2012,158,8.09946,1698874.349,RURAL
FAIRBANK,2012,1112,9.82001,25132195.06,RURAL PLUS
FAIRFAX,2012,2329,8.1,80942150.07,RURAL PLUS
FAIRFIELD,2012,9720,16.36376,248000749,NANO- and MICROPOLITAN
FARLEY,2012,1560,8.29913,56337223.03,RURAL PLUS
FARMERSBURG,2012,295,12.96747,4175310.769,RURAL
FARMINGTON,2012,656,12.25425,7655888.52,RURAL
FARNHAMVILLE,2012,359,8.03262,12868821.06,RURAL
FARRAGUT,2012,464,18.06445,7157994.61,RURAL
FAYETTE,2012,1429,14.91609,19831386.01,RURAL PLUS
FENTON,2012,275,16.93137,2925264.323,RURAL
FERGUSON,2012,127,16.38328,1065764.97,RURAL
FERTILE,2012,364,11.2461,6187415.36,RURAL
FLORIS,2012,138,8.235,1323809.636,RURAL
FLOYD,2012,331,12.80221,6930351.31,RURAL
FONDA,2012,613,20.8325,7831744.711,RURAL
FONTANELLE,2012,658,10.22652,10842190.46,RURAL
FOREST CITY,2012,4029,15.49909,121602797.6,URBAN CLUSTER
FORT ATKINSON,2012,344,12.534,7412105.204,RURAL
FORT DODGE,2012,24766,19.92702,586353918.6,NANO- and MICROPOLITAN
FORT MADISON,2012,11046,14.97022,241265293.5,NANO- and MICROPOLITAN
FOSTORIA,2012,239,8.09992,7239233.885,RURAL
FRANKLIN,2012,143,8.99119,2000908.857,RURAL
FRASER,2012,98,2.49283,1898320.621,RURAL
FREDERICKSBURG,2012,935,7.14167,20978697.98,RURAL PLUS
FREDERIKA,2012,196,7.56667,4433446.049,RURAL
FREDONIA,2012,241,7.00329,2022796.118,RURAL
FREMONT,2012,742,9.65555,11928871.95,RURAL
FRUITLAND,2012,984,4.92666,23678029,RURAL PLUS
GALT,2012,32,8.49787,1068931.069,RURAL
GALVA,2012,431,12.8169,6268157.604,RURAL
GARBER,2012,87,7.85131,1292301.168,RURAL
GARDEN GROVE,2012,201,16.96353,1754619.756,RURAL
GARNAVILLO,2012,737,14.89151,16551861.36,RURAL
GARNER,2012,3106,13.23766,95335124.2,URBAN CLUSTER
GARRISON,2012,371,8.9435,3608998.086,RURAL
GARWIN,2012,518,12.11799,8724622.212,RURAL
GENEVA,2012,163,8.1,2638091.37,RURAL
GEORGE,2012,1099,19.91543,20431728.2,RURAL PLUS
GIBSON,2012,61,2.33191,1417079.009,RURAL
GILBERT,2012,1074,10.89511,27770222.73,RURAL PLUS
GILBERTVILLE,2012,743,11.08566,22704888.34,RURAL
GILLETT GROVE,2012,49,13.69876,447259.6577,RURAL
GILMAN,2012,512,8.5979,9026351.683,RURAL
GILMORE CITY,2012,500,19.03466,7824082.016,RURAL
GLADBROOK,2012,925,12.00639,20919700.35,RURAL PLUS
GLENWOOD,2012,5238,14.42622,127665338.2,NANO- and MICROPOLITAN
GLIDDEN,2012,1140,15.44985,22854568.82,RURAL PLUS
GOLDFIELD,2012,621,15.42499,14986759.83,RURAL
GOODELL,2012,138,10.42895,1706824.137,RURAL
GOOSE LAKE,2012,234,8.1,4817208.786,RURAL
GOWRIE,2012,1008,16.99274,20431883.41,RURAL PLUS
GRAETTINGER,2012,829,12.10255,14936558.01,RURAL PLUS
GRAF,2012,78,3.00032,1787508.066,RURAL
GRAFTON,2012,248,9.08203,5196413.023,RURAL
GRAND JUNCTION,2012,805,12.50168,10050055.72,RURAL PLUS
GRAND MOUND,2012,637,10.88129,15001440.16,RURAL
GRAND RIVER,2012,227,12.99369,1562510.507,RURAL
GRANDVIEW,2012,550,11.31129,7649661.291,RURAL
GRANGER,2012,1352,15.98886,44622135.86,RURAL PLUS
GRANT,2012,91,18.51663,945964.6056,RURAL
GRANVILLE,2012,314,11.20477,7324349.813,RURAL
GRAVITY,2012,187,13.9369,857698.7274,RURAL
GRAY,2012,61,12.23582,888728.1091,RURAL
GREELEY,2012,253,10.78898,3209983.528,RURAL
GREENE,2012,1128,19.09291,24042394.12,RURAL PLUS
GREENFIELD,2012,1932,12.93872,53004635.49,RURAL PLUS
GREENVILLE,2012,74,8.1,2392109.997,RURAL
GRIMES,2012,9207,12.90318,409902778,NANO- and MICROPOLITAN
GRINNELL,2012,9106,14.42076,279548782.3,NANO- and MICROPOLITAN
GRISWOLD,2012,1017,12.34225,19287856.86,RURAL PLUS
GRUNDY CENTER,2012,2711,16.98282,67633946.47,URBAN CLUSTER
GRUVER,2012,90,8.1,3968566.949,RURAL
GUERNSEY,2012,62,10.40439,1618514.298,RURAL
GUTHRIE CENTER,2012,1536,16.98374,29498760.08,RURAL PLUS
GUTTENBERG,2012,1899,14.82453,62208486.98,RURAL PLUS
HALBUR,2012,243,8.1,4482141.526,RURAL
HAMBURG,2012,1135,18.16455,31657926.32,RURAL PLUS
HAMILTON,2012,132,8.1,1462530.333,RURAL
HAMPTON,2012,4388,14.37025,98638025.41,URBAN CLUSTER
HANCOCK,2012,194,10.51392,5392162.074,RURAL
HANLONTOWN,2012,224,11.51395,4901346.804,RURAL
HANSELL,2012,93,8.1,1255995.553,RURAL
HARCOURT,2012,295,11.3006,4419332.731,RURAL
HARDY,2012,47,8.08899,3839553.588,RURAL
HARLAN,2012,5039,16.32782,140251336.7,NANO- and MICROPOLITAN
HARPER,2012,113,4.74123,2674946.947,RURAL
HARPERS FERRY,2012,327,8.5784,20373189.02,RURAL
HARRIS,2012,164,16.13143,2188060.367,RURAL
HARTFORD,2012,771,11.91383,14187841.62,RURAL
HARTLEY,2012,1645,14.99071,28209520.94,RURAL PLUS
HARTWICK,2012,85,10.75697,1504383.125,RURAL
HARVEY,2012,236,8.01479,2558853.673,RURAL
HASTINGS,2012,150,17.14407,2701753.369,RURAL
HAVELOCK,2012,134,14.13765,4280316.867,RURAL
HAVERHILL,2012,175,8.1,3461709.454,RURAL
HAWARDEN,2012,2540,14.51297,46578181.93,URBAN CLUSTER
HAWKEYE,2012,442,10.15003,7398719.488,RURAL
HAYESVILLE,2012,50,11.02912,787297.2178,RURAL
HAZLETON,2012,830,10.17579,11274593.04,RURAL PLUS
HEDRICK,2012,757,12.41242,9942620.993,RURAL
HENDERSON,2012,182,11.19588,2311210.749,RURAL
HEPBURN,2012,18,11.29049,212495.5508,RURAL
HIAWATHA,2012,7144,15.53068,323534957.6,NANO- and MICROPOLITAN
HILLS,2012,801,8.1,30949995.99,RURAL PLUS
HILLSBORO,2012,179,9.74534,3379922.909,RURAL
HINTON,2012,946,9.10293,33991605.69,RURAL PLUS
HOLLAND,2012,287,10.39363,4395526.433,RURAL
HOLSTEIN,2012,1394,16.53511,34533632.99,RURAL PLUS
HOLY CROSS,2012,371,7.7794,7753159.253,RURAL
HOPKINTON,2012,618,14.53076,11332001.8,RURAL
HORNICK,2012,223,8.1,4082321.312,RURAL
HOSPERS,2012,715,13.47639,16966250.65,RURAL
HOUGHTON,2012,144,7.20005,6767294.089,RURAL
HUBBARD,2012,832,10.9266,15827974.03,RURAL PLUS
HUDSON,2012,2308,9.72995,85997758.28,RURAL PLUS
HULL,2012,2202,14.01526,61707514.89,RURAL PLUS
HUMBOLDT,2012,4649,16.1314,141566160.3,URBAN CLUSTER
HUMESTON,2012,476,14.72715,7724650.011,RURAL
HUXLEY,2012,3358,10.51486,103602573.1,URBAN CLUSTER
IDA GROVE,2012,2127,12.6167,62276993.67,RURAL PLUS
IMOGENE,2012,69,11.19578,882490.1143,RURAL
INDEPENDENCE,2012,5977,13.22685,178353121.6,NANO- and MICROPOLITAN
INDIANOLA,2012,14950,11.2037,444613902.7,NANO- and MICROPOLITAN
INWOOD,2012,824,13.0198,21001643.9,RURAL PLUS
IONIA,2012,286,9.00233,4206233.388,RURAL
IOWA CITY,2012,70182,17.8415,2655711869,NANO- and MICROPOLITAN
IOWA FALLS,2012,5234,15.04611,149658664.5,NANO- and MICROPOLITAN
IRETON,2012,612,11.92019,14444082.99,RURAL
IRWIN,2012,333,9.75229,6236920.08,RURAL
JACKSON JUNCTION,2012,58,4.07291,5464218.855,RURAL
JAMAICA,2012,220,10.44356,2527036.579,RURAL
JANESVILLE,2012,940,11.6766,27035873.56,RURAL PLUS
JEFFERSON,2012,4273,15.14302,110819289,URBAN CLUSTER
JESUP,2012,2570,14.7844,71868875.71,URBAN CLUSTER
JEWELL JUNCTION,2012,1195,10.36102,28010718.83,RURAL PLUS
JOHNSTON,2012,18217,11.09579,1019271778,NANO- and MICROPOLITAN
JOICE,2012,215,8.1,7619373.866,RURAL
JOLLEY,2012,38,15.55283,566170.9305,RURAL
KALONA,2012,2422,9.21952,83744139.3,RURAL PLUS
KAMRAR,2012,193,13.23848,3587946.984,RURAL
KANAWHA,2012,634,19.673,14352512.85,RURAL
KELLERTON,2012,306,15.78573,2576037.092,RURAL
KELLEY,2012,308,8.1,6777105.496,RURAL
KELLOGG,2012,595,8.1,11557342.07,RURAL
KENSETT,2012,262,13.25829,4942644.25,RURAL
KEOKUK,2012,10700,15.9288,302127520.2,NANO- and MICROPOLITAN
KEOMAH VILLAGE,2012,96,4.46266,3072696.502,RURAL
KEOSAUQUA,2012,988,8.1,23852457.8,RURAL PLUS
KEOTA,2012,1008,13.27435,18236477.94,RURAL PLUS
KESWICK,2012,244,8.1,3669514.621,RURAL
KEYSTONE,2012,613,8.1,17114251.63,RURAL
KIMBALLTON,2012,303,11.73031,3280348.254,RURAL
KINGSLEY,2012,1387,8.71519,37275059.03,RURAL PLUS
KINROSS,2012,72,6.46994,746243.8008,RURAL
KIRKMAN,2012,63,12.18431,869414.8176,RURAL
KIRKVILLE,2012,167,11.71055,1822872.553,RURAL
KIRON,2012,280,13.23557,3519921.17,RURAL
KLEMME,2012,499,9.15559,7789454.102,RURAL
KNIERIM,2012,59,8.55781,4576528.767,RURAL
KNOXVILLE,2012,7251,15.7945,170477001.3,NANO- and MICROPOLITAN
LA MOTTE,2012,267,9.56998,5849457.43,RURAL
LA PORTE CITY,2012,2287,14.50585,55650525.03,RURAL PLUS
LACONA,2012,349,14.02646,5499952.975,RURAL
LADORA,2012,279,9.91567,3465085.49,RURAL
LAKE CITY,2012,1691,21.10339,30680519.63,RURAL PLUS
LAKE MILLS,2012,2060,13.93833,60589642.52,RURAL PLUS
LAKE PARK,2012,1129,16.04088,42059788.62,RURAL PLUS
LAKE VIEW,2012,1130,8.44999,51732911.73,RURAL PLUS
LAKESIDE,2012,710,7.00001,20284892.64,RURAL
LAKOTA,2012,291,17.00068,3242559.624,RURAL
LAMBS GROVE,2012,170,9.18161,5011691.936,RURAL
LAMONI,2012,2341,17.20831,35145406.86,RURAL PLUS
LAMONT,2012,461,14.08772,6401561.696,RURAL
LANESBORO,2012,117,14.16651,2302297.405,RURAL
LANSING,2012,976,12.93977,32995478.74,RURAL PLUS
LARCHWOOD,2012,861,7.12876,24740085.99,RURAL PLUS
LARRABEE,2012,138,8.96973,4705996.992,RURAL
LATIMER,2012,493,14.08042,11343240.6,RURAL
LAUREL,2012,241,8.1,3711349.47,RURAL
LAURENS,2012,1232,17.20707,25874155.79,RURAL PLUS
LAWLER,2012,434,8.235,7856301.04,RURAL
LAWTON,2012,934,8.34478,22938691.59,RURAL PLUS
LE CLAIRE,2012,3860,15.07379,169613880.1,URBAN CLUSTER
LE MARS,2012,9770,13.75,428425967.8,NANO- and MICROPOLITAN
LE ROY,2012,14,8.1,241552.9617,RURAL
LEDYARD,2012,129,15.75462,2244879.681,RURAL
LE GRAND,2012,945,8.1,15220848.37,RURAL PLUS
LEHIGH,2012,408,13.8632,5424600.007,RURAL
LEIGHTON,2012,162,6.66008,2634656.121,RURAL
LELAND,2012,283,11.29791,4954509.27,RURAL
LENOX,2012,1373,15.32956,25343115.19,RURAL PLUS
LEON,2012,1914,12.93759,29182184.3,RURAL PLUS
LESTER,2012,298,6.71061,9789931.422,RURAL
LETTS,2012,383,8.02288,5925194.386,RURAL
LEWIS,2012,423,15.36818,4723454.047,RURAL
LIBERTYVILLE,2012,324,8.1,5808384.276,RURAL
LIDDERDALE,2012,178,8.69865,5789707.972,RURAL
LIME SPRINGS,2012,502,15.25917,9888754.252,RURAL
LINCOLN,2012,156,7.84846,3891963.331,RURAL
LINDEN,2012,209,9.21172,3273839.315,RURAL
LINEVILLE,2012,215,8.1,3638440.381,RURAL
LINN GROVE,2012,157,11.91961,2189039.175,RURAL
LISBON,2012,2160,14.38902,58227637.83,RURAL PLUS
LISCOMB,2012,304,10.86268,3846955.207,RURAL
LITTLE ROCK,2012,459,13.4157,6937665.007,RURAL
LITTLE SIOUX,2012,163,13.38973,1945199.337,RURAL
LIVERMORE,2012,379,11.33271,6909056.179,RURAL
LOCKRIDGE,2012,276,8.1,4159311.608,RURAL
LOGAN,2012,1480,16.49034,32910281.17,RURAL PLUS
LOHRVILLE,2012,356,21.44787,6290872.052,RURAL
LONE ROCK,2012,145,8.1,2615548.281,RURAL
LONE TREE,2012,1386,9.40564,33759902.71,RURAL PLUS
LONG GROVE,2012,816,10.90085,26056002.36,RURAL PLUS
LORIMOR,2012,362,12.72156,3683121.937,RURAL
LOST NATION,2012,438,8.1,7112168.271,RURAL
LOVILIA,2012,551,11.17429,6368697.61,RURAL
LOW MOOR,2012,267,7.80287,5957294.087,RURAL
LOWDEN,2012,772,12.08812,18195327.63,RURAL
LUANA,2012,267,8.1,6999632.259,RURAL
LUCAS,2012,213,13.3187,2633740.115,RURAL
LUTHER,2012,121,8.1,2758141.146,RURAL
LU VERNE,2012,259,14.71819,6569592.805,RURAL
LUXEMBURG,2012,249,7.76166,6264599.444,RURAL
LUZERNE,2012,95,8.1,1749907.84,RURAL
LYNNVILLE,2012,382,9.2265,9474583.869,RURAL
LYTTON,2012,308,8.1,4407878.614,RURAL
MACEDONIA,2012,242,12.92751,4666171.795,RURAL
MACKSBURG,2012,114,8.1,2771833.693,RURAL
MADRID,2012,2543,17.58834,46770371.03,URBAN CLUSTER
MAGNOLIA,2012,177,16.47588,2552332.173,RURAL
MAHARISHI VEDIC CITY,2012,1299,3.5407,11976122.09,RURAL PLUS
MALCOM,2012,283,14.09865,9981507.754,RURAL
MALLARD,2012,270,11.05549,7273755.036,RURAL
MALOY,2012,28,8.1,397382.6136,RURAL
MALVERN,2012,1128,15.82389,23498267.45,RURAL PLUS
MANCHESTER,2012,5125,15.87949,149612255.9,NANO- and MICROPOLITAN
MANILLA,2012,779,10.90131,11994985.01,RURAL
MANLY,2012,1302,15.78389,25297348.06,RURAL PLUS
MANNING,2012,1501,15.95761,30708866.49,RURAL PLUS
MANSON,2012,1632,19.11183,34614069.3,RURAL PLUS
MAPLETON,2012,1232,11.10129,25876050.6,RURAL PLUS
MAQUOKETA,2012,6160,12.45185,187230849.7,NANO- and MICROPOLITAN
MARATHON,2012,242,16.97801,6381832.119,RURAL
MARBLE ROCK,2012,303,14.67096,7196039.83,RURAL
MARCUS,2012,1105,16.97534,27296194.33,RURAL PLUS
MARENGO,2012,2489,13.96073,52338409.03,RURAL PLUS
MARION,2012,36363,13.5098,1148595635,NANO- and MICROPOLITAN
MARNE,2012,118,13.04805,2395226.752,RURAL
MARQUETTE,2012,442,6.23675,19170323.63,RURAL
MARSHALLTOWN,2012,27823,14.51331,728459933.3,NANO- and MICROPOLITAN
MARTELLE,2012,251,7.78967,6154889.505,RURAL
MARTENSDALE,2012,461,12.47948,9454827.377,RURAL
MARTINSBURG,2012,109,8.1,1418664.301,RURAL
MARYSVILLE,2012,66,9.22068,519665.4361,RURAL
MASON CITY,2012,27750,13.56506,950845436,NANO- and MICROPOLITAN
MASONVILLE,2012,125,8.1,2672301.205,RURAL
