"","Tax.Type","Levy.Authority.Code","CITY.NAME","Year","Population","FIPS_PL","county","latitude","longitude","Type","Amount","GDPD.BY.2006","Adjusted.Amount","CITY.SIZE","Levy.Rate","MSA","hub50","miles50","min50","hub25","miles25","min25","hub10","miles10","min10","microMSA","Prop.Tax.Revenue","Per.Capita.Revenue","Group.Per.Capita.Revenue","Per.Capita.Valuation","Group.Tax.Valuation","Group.Per.Capita.Valuation","Group.Levy.Rate","Fiscal.Capacity","Fiscal.Effort","hub_min","QOLjobs_i14","QOLmed_i14","QOLk12_i14","QOLhousing_i14","QOLgovt_i14","QOLchildsrv_i14","QOLseniorsrv_i14","QoL.Average","radius_mi","div_metric","div_metric_nice","value"
"1066","TOTALS","63G601","PLEASANTVILLE",2007,1583,1963750,"Marion County",41.38,-93.26,"Valuation With G&E Utilities",29549005,102.9190068,28710930.98,"RURAL PLUS",9.63844,"Des Moines-West Des Moines","Des Moines",25.87,36,"Urbandale",34.03,43,"Indianola",15.94,21,"Des Moines-West Des Moines",276728.5856,174.8127515,0.179616321,18137.03789,1172221909,19238.82995,13.11693246,94.27308175,73.48089979,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1067","TOTALS","62G592","UNIVERSITY PARK",2007,537,1979815,"Mahaska County",41.29,-92.61,"Valuation With G&E Utilities",6666161,102.9190068,6477094.182,"RURAL",6.50006,"Des Moines-West Des Moines","Des Moines",63.38,72,"Ottumwa",26.13,33,"Oskaloosa",2.07,7,"Oskaloosa, microMSA",42101.50081,78.40130505,0.328944056,12061.6279,416926783,17784.7026,11.87014937,67.82023953,54.75971528,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1068","TOTALS","68G641","ALBIA",2006,3593,1900910,"Monroe County",41.02,-92.8,"Valuation With G&E Utilities",61550576,100,61550576,"URBAN CLUSTER",17.93912,"Des Moines-West Des Moines","Des Moines",64.02,74,"Ottumwa",22.8,30,"Oskaloosa",25.54,29,"Oskaloosa, microMSA",1104163.169,307.3095377,0.096693638,17130.6919,1019948254,23825.00009,14.47003176,71.90216929,123.9742959,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1069","TOTALS","77G713","ALTOONA",2006,13447,1901630,"Polk County",41.65,-93.47,"Valuation With G&E Utilities",548773796,100,548773796,"NANO- and MICROPOLITAN",8.79369,"Des Moines-West Des Moines","Des Moines",12.94,23,"Urbandale",15.04,26,"Altoona",0,0,"Des Moines-West Des Moines",4825746.642,358.8716176,0.046001769,40810.12836,1788082848,30429.2374,12.92819224,134.1148574,68.01948668,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1070","TOTALS","26G242","BLOOMFIELD",2006,2558,1907030,"Davis County",40.74,-92.41,"Valuation With G&E Utilities",50837033,100,50837033,"URBAN CLUSTER",14.30423,"Des Moines-West Des Moines","Des Moines",110.22,113,"Ottumwa",19.15,22,"Fairfield",39.71,47,"Ottumwa, microMSA",727184.6125,284.2785819,0.096693638,19873.74238,1019948254,23825.00009,14.47003176,83.41549758,98.85417139,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1071","TOTALS","91G872","HARTFORD",2006,760,1934680,"Warren County",41.45,-93.4,"Valuation With G&E Utilities",11906964,100,11906964,"RURAL",11.3046,"Des Moines-West Des Moines","Des Moines",16.9,27,"Urbandale",25.06,35,"Pleasant Hill",13.74,18,"Des Moines-West Des Moines",134603.4652,177.1098227,0.335384664,15667.05789,416798128,17743.64104,12.19266867,88.29674733,92.71637164,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1072","TOTALS","50G468","MONROE",2006,1795,1953355,"Jasper County",41.52,-93.1,"Valuation With G&E Utilities",37708461,100,37708461,"RURAL PLUS",10.90733,"Des Moines-West Des Moines","Des Moines",30.23,38,"Urbandale",39.05,44,"Pella",13.64,17,"Pella, microMSA",411298.6279,229.1357259,0.180546644,21007.49916,1181899094,19409.44105,13.10811733,108.2334061,83.21050023,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1073","TOTALS","04G020","MOULTON",2006,663,1954390,"Appanoose County",40.68,-92.67,"Valuation With G&E Utilities",6432050,100,6432050,"RURAL",11.64828,"Des Moines-West Des Moines","Des Moines",93.48,111,"Ottumwa",36.68,43,"Oskaloosa",45.69,54,"Ottumwa, microMSA",74922.31937,113.0050066,0.335384664,9701.432881,416798128,17743.64104,12.19266867,54.67554748,95.53511468,43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1074","TOTALS","63G601","PLEASANTVILLE",2006,1582,1963750,"Marion County",41.38,-93.26,"Valuation With G&E Utilities",30535854,100,30535854,"RURAL PLUS",9.73837,"Des Moines-West Des Moines","Des Moines",25.87,36,"Urbandale",34.03,43,"Indianola",15.94,21,"Des Moines-West Des Moines",297369.4445,187.9705718,0.180546644,19302.05689,1181899094,19409.44105,13.10811733,99.44674263,74.29266733,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1075","TOTALS","62G592","UNIVERSITY PARK",2006,525,1979815,"Mahaska County",41.29,-92.61,"Valuation With G&E Utilities",6637406,100,6637406,"RURAL",6.50006,"Des Moines-West Des Moines","Des Moines",63.38,72,"Ottumwa",26.13,33,"Oskaloosa",2.07,7,"Oskaloosa, microMSA",43143.53724,82.17816618,0.335384664,12642.6781,416798128,17743.64104,12.19266867,71.25188155,53.31121655,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1076","TOTALS","31G291","EPWORTH",2020,2028.642653,1925725,"Dubuque County",42.44,-90.93,"Valuation With G&E Utilities",71015444,127.2800012,55794660.06,"RURAL PLUS",10.2,"Dubuque","Dubuque",16.74,23,"Marion",53.06,57,"North Liberty",69.35,79,"Dubuque",569105.5326,280.535131,0.250291424,27503.44422,1573004675,25508.91454,13.99845348,107.8189516,72.86519196,23,NA,NA,NA,NA,NA,NA,NA,NA,5,"ag_prop","Proportion of land dedicated to ag",0.583709136386038
"1077","TOTALS","31G291","EPWORTH",2020,2028.642653,1925725,"Dubuque County",42.44,-90.93,"Valuation With G&E Utilities",71015444,127.2800012,55794660.06,"RURAL PLUS",10.2,"Dubuque","Dubuque",16.74,23,"Marion",53.06,57,"North Liberty",69.35,79,"Dubuque",569105.5326,280.535131,0.250291424,27503.44422,1573004675,25508.91454,13.99845348,107.8189516,72.86519196,23,NA,NA,NA,NA,NA,NA,NA,NA,5,"ncrops","Number of unique crops grown",14
"1078","TOTALS","31G291","EPWORTH",2020,2028.642653,1925725,"Dubuque County",42.44,-90.93,"Valuation With G&E Utilities",71015444,127.2800012,55794660.06,"RURAL PLUS",10.2,"Dubuque","Dubuque",16.74,23,"Marion",53.06,57,"North Liberty",69.35,79,"Dubuque",569105.5326,280.535131,0.250291424,27503.44422,1573004675,25508.91454,13.99845348,107.8189516,72.86519196,23,NA,NA,NA,NA,NA,NA,NA,NA,5,"shan_div_h","Shannon's Diversity Index",0.85981192258417
"1079","TOTALS","31G291","EPWORTH",2020,2028.642653,1925725,"Dubuque County",42.44,-90.93,"Valuation With G&E Utilities",71015444,127.2800012,55794660.06,"RURAL PLUS",10.2,"Dubuque","Dubuque",16.74,23,"Marion",53.06,57,"North Liberty",69.35,79,"Dubuque",569105.5326,280.535131,0.250291424,27503.44422,1573004675,25508.91454,13.99845348,107.8189516,72.86519196,23,NA,NA,NA,NA,NA,NA,NA,NA,5,"shan_e","Shannon's Evenness Index",0.325802669360548
"1080","TOTALS","31G291","EPWORTH",2020,2028.642653,1925725,"Dubuque County",42.44,-90.93,"Valuation With G&E Utilities",71015444,127.2800012,55794660.06,"RURAL PLUS",10.2,"Dubuque","Dubuque",16.74,23,"Marion",53.06,57,"North Liberty",69.35,79,"Dubuque",569105.5326,280.535131,0.250291424,27503.44422,1573004675,25508.91454,13.99845348,107.8189516,72.86519196,23,NA,NA,NA,NA,NA,NA,NA,NA,5,"simp_d1","Simpson's Diveristy Index, Chance",0.429833877420074
"1081","TOTALS","31G291","EPWORTH",2020,2028.642653,1925725,"Dubuque County",42.44,-90.93,"Valuation With G&E Utilities",71015444,127.2800012,55794660.06,"RURAL PLUS",10.2,"Dubuque","Dubuque",16.74,23,"Marion",53.06,57,"North Liberty",69.35,79,"Dubuque",569105.5326,280.535131,0.250291424,27503.44422,1573004675,25508.91454,13.99845348,107.8189516,72.86519196,23,NA,NA,NA,NA,NA,NA,NA,NA,5,"simp_e","Simpson's Evenness Index",0.125276772154344
"1082","TOTALS","22G188","GARNAVILLO",2020,736.7773347,1929910,"Clayton County",42.86,-91.23,"Valuation With G&E Utilities",22521951,127.2800012,17694807.34,"RURAL",14.17122,"Dubuque","Dubuque",49,62,"Marion",77.67,91,"Waverly",74.07,87,"Dubuque",250757.0077,340.342999,0.465536011,24016.49251,532921952,23487.57744,12.47050631,102.2518928,113.6378881,62,NA,NA,NA,NA,NA,NA,NA,NA,5,"ag_prop","Proportion of land dedicated to ag",0.598953897817802
"1083","TOTALS","22G188","GARNAVILLO",2020,736.7773347,1929910,"Clayton County",42.86,-91.23,"Valuation With G&E Utilities",22521951,127.2800012,17694807.34,"RURAL",14.17122,"Dubuque","Dubuque",49,62,"Marion",77.67,91,"Waverly",74.07,87,"Dubuque",250757.0077,340.342999,0.465536011,24016.49251,532921952,23487.57744,12.47050631,102.2518928,113.6378881,62,NA,NA,NA,NA,NA,NA,NA,NA,5,"ncrops","Number of unique crops grown",11
"1084","TOTALS","22G188","GARNAVILLO",2020,736.7773347,1929910,"Clayton County",42.86,-91.23,"Valuation With G&E Utilities",22521951,127.2800012,17694807.34,"RURAL",14.17122,"Dubuque","Dubuque",49,62,"Marion",77.67,91,"Waverly",74.07,87,"Dubuque",250757.0077,340.342999,0.465536011,24016.49251,532921952,23487.57744,12.47050631,102.2518928,113.6378881,62,NA,NA,NA,NA,NA,NA,NA,NA,5,"shan_div_h","Shannon's Diversity Index",0.83618978284901
"1085","TOTALS","22G188","GARNAVILLO",2020,736.7773347,1929910,"Clayton County",42.86,-91.23,"Valuation With G&E Utilities",22521951,127.2800012,17694807.34,"RURAL",14.17122,"Dubuque","Dubuque",49,62,"Marion",77.67,91,"Waverly",74.07,87,"Dubuque",250757.0077,340.342999,0.465536011,24016.49251,532921952,23487.57744,12.47050631,102.2518928,113.6378881,62,NA,NA,NA,NA,NA,NA,NA,NA,5,"shan_e","Shannon's Evenness Index",0.348718224826044
"1086","TOTALS","22G188","GARNAVILLO",2020,736.7773347,1929910,"Clayton County",42.86,-91.23,"Valuation With G&E Utilities",22521951,127.2800012,17694807.34,"RURAL",14.17122,"Dubuque","Dubuque",49,62,"Marion",77.67,91,"Waverly",74.07,87,"Dubuque",250757.0077,340.342999,0.465536011,24016.49251,532921952,23487.57744,12.47050631,102.2518928,113.6378881,62,NA,NA,NA,NA,NA,NA,NA,NA,5,"simp_d1","Simpson's Diveristy Index, Chance",0.472477108358427
"1087","TOTALS","22G188","GARNAVILLO",2020,736.7773347,1929910,"Clayton County",42.86,-91.23,"Valuation With G&E Utilities",22521951,127.2800012,17694807.34,"RURAL",14.17122,"Dubuque","Dubuque",49,62,"Marion",77.67,91,"Waverly",74.07,87,"Dubuque",250757.0077,340.342999,0.465536011,24016.49251,532921952,23487.57744,12.47050631,102.2518928,113.6378881,62,NA,NA,NA,NA,NA,NA,NA,NA,5,"simp_e","Simpson's Evenness Index",0.172332030229428
"1088","TOTALS","28G262","HOPKINTON",2020,592.596252,1937155,"Delaware County",42.34,-91.24,"Valuation With G&E Utilities",16051172,127.2800012,12610914.4,"RURAL",13.58711,"Dubuque","Dubuque",39.66,45,"Marion",38.74,48,"North Liberty",56.32,70,"Dubuque",171345.8811,289.1443889,0.465536011,21280.78664,532921952,23487.57744,12.47050631,90.60443413,108.9539564,45,NA,NA,NA,NA,NA,NA,NA,NA,5,"ag_prop","Proportion of land dedicated to ag",0.563557877996138
"1089","TOTALS","28G262","HOPKINTON",2020,592.596252,1937155,"Delaware County",42.34,-91.24,"Valuation With G&E Utilities",16051172,127.2800012,12610914.4,"RURAL",13.58711,"Dubuque","Dubuque",39.66,45,"Marion",38.74,48,"North Liberty",56.32,70,"Dubuque",171345.8811,289.1443889,0.465536011,21280.78664,532921952,23487.57744,12.47050631,90.60443413,108.9539564,45,NA,NA,NA,NA,NA,NA,NA,NA,5,"ncrops","Number of unique crops grown",10
"1090","TOTALS","28G262","HOPKINTON",2020,592.596252,1937155,"Delaware County",42.34,-91.24,"Valuation With G&E Utilities",16051172,127.2800012,12610914.4,"RURAL",13.58711,"Dubuque","Dubuque",39.66,45,"Marion",38.74,48,"North Liberty",56.32,70,"Dubuque",171345.8811,289.1443889,0.465536011,21280.78664,532921952,23487.57744,12.47050631,90.60443413,108.9539564,45,NA,NA,NA,NA,NA,NA,NA,NA,5,"shan_div_h","Shannon's Diversity Index",0.899824472442929
"1091","TOTALS","28G262","HOPKINTON",2020,592.596252,1937155,"Delaware County",42.34,-91.24,"Valuation With G&E Utilities",16051172,127.2800012,12610914.4,"RURAL",13.58711,"Dubuque","Dubuque",39.66,45,"Marion",38.74,48,"North Liberty",56.32,70,"Dubuque",171345.8811,289.1443889,0.465536011,21280.78664,532921952,23487.57744,12.47050631,90.60443413,108.9539564,45,NA,NA,NA,NA,NA,NA,NA,NA,5,"shan_e","Shannon's Evenness Index",0.390788803063469
"1092","TOTALS","28G262","HOPKINTON",2020,592.596252,1937155,"Delaware County",42.34,-91.24,"Valuation With G&E Utilities",16051172,127.2800012,12610914.4,"RURAL",13.58711,"Dubuque","Dubuque",39.66,45,"Marion",38.74,48,"North Liberty",56.32,70,"Dubuque",171345.8811,289.1443889,0.465536011,21280.78664,532921952,23487.57744,12.47050631,90.60443413,108.9539564,45,NA,NA,NA,NA,NA,NA,NA,NA,5,"simp_d1","Simpson's Diveristy Index, Chance",0.487505799145709
"1093","TOTALS","28G262","HOPKINTON",2020,592.596252,1937155,"Delaware County",42.34,-91.24,"Valuation With G&E Utilities",16051172,127.2800012,12610914.4,"RURAL",13.58711,"Dubuque","Dubuque",39.66,45,"Marion",38.74,48,"North Liberty",56.32,70,"Dubuque",171345.8811,289.1443889,0.465536011,21280.78664,532921952,23487.57744,12.47050631,90.60443413,108.9539564,45,NA,NA,NA,NA,NA,NA,NA,NA,5,"simp_e","Simpson's Evenness Index",0.195124159128644
"1094","TOTALS","49G458","SABULA",2020,543.3497531,1969510,"Jackson County",42.06,-90.17,"Valuation With G&E Utilities",17329485,127.2800012,13615245.79,"RURAL",10.94235,"Dubuque","Dubuque",44.7,52,"Clinton",17.9,24,"Muscatine",87.26,93,"Clinton, microMSA",148982.7847,274.193158,0.465536011,25057.97731,532921952,23487.57744,12.47050631,106.686087,87.74583589,24,NA,NA,NA,NA,NA,NA,NA,NA,5,"ag_prop","Proportion of land dedicated to ag",0.327370832363942
"1095","TOTALS","49G458","SABULA",2020,543.3497531,1969510,"Jackson County",42.06,-90.17,"Valuation With G&E Utilities",17329485,127.2800012,13615245.79,"RURAL",10.94235,"Dubuque","Dubuque",44.7,52,"Clinton",17.9,24,"Muscatine",87.26,93,"Clinton, microMSA",148982.7847,274.193158,0.465536011,25057.97731,532921952,23487.57744,12.47050631,106.686087,87.74583589,24,NA,NA,NA,NA,NA,NA,NA,NA,5,"ncrops","Number of unique crops grown",10
"1096","TOTALS","49G458","SABULA",2020,543.3497531,1969510,"Jackson County",42.06,-90.17,"Valuation With G&E Utilities",17329485,127.2800012,13615245.79,"RURAL",10.94235,"Dubuque","Dubuque",44.7,52,"Clinton",17.9,24,"Muscatine",87.26,93,"Clinton, microMSA",148982.7847,274.193158,0.465536011,25057.97731,532921952,23487.57744,12.47050631,106.686087,87.74583589,24,NA,NA,NA,NA,NA,NA,NA,NA,5,"shan_div_h","Shannon's Diversity Index",0.834152416070284
"1097","TOTALS","49G458","SABULA",2020,543.3497531,1969510,"Jackson County",42.06,-90.17,"Valuation With G&E Utilities",17329485,127.2800012,13615245.79,"RURAL",10.94235,"Dubuque","Dubuque",44.7,52,"Clinton",17.9,24,"Muscatine",87.26,93,"Clinton, microMSA",148982.7847,274.193158,0.465536011,25057.97731,532921952,23487.57744,12.47050631,106.686087,87.74583589,24,NA,NA,NA,NA,NA,NA,NA,NA,5,"shan_e","Shannon's Evenness Index",0.36226779136559
"1098","TOTALS","49G458","SABULA",2020,543.3497531,1969510,"Jackson County",42.06,-90.17,"Valuation With G&E Utilities",17329485,127.2800012,13615245.79,"RURAL",10.94235,"Dubuque","Dubuque",44.7,52,"Clinton",17.9,24,"Muscatine",87.26,93,"Clinton, microMSA",148982.7847,274.193158,0.465536011,25057.97731,532921952,23487.57744,12.47050631,106.686087,87.74583589,24,NA,NA,NA,NA,NA,NA,NA,NA,5,"simp_d1","Simpson's Diveristy Index, Chance",0.458699173224706
"1099","TOTALS","49G458","SABULA",2020,543.3497531,1969510,"Jackson County",42.06,-90.17,"Valuation With G&E Utilities",17329485,127.2800012,13615245.79,"RURAL",10.94235,"Dubuque","Dubuque",44.7,52,"Clinton",17.9,24,"Muscatine",87.26,93,"Clinton, microMSA",148982.7847,274.193158,0.465536011,25057.97731,532921952,23487.57744,12.47050631,106.686087,87.74583589,24,NA,NA,NA,NA,NA,NA,NA,NA,5,"simp_e","Simpson's Evenness Index",0.184740157512289
"1100","TOTALS","03G015","WAUKON",2020,3559.942254,1982740,"Allamakee County",43.26,-91.47,"Valuation With G&E Utilities",142696737,127.2800012,112112457.3,"URBAN CLUSTER",14.52682,"Dubuque","Dubuque",83.79,104,"Cedar Falls",96.45,107,"Waverly",82.6,95,"Waterloo-Cedar Falls",1628637.487,457.489861,0.132155136,31492.77412,1326932150,30660.39876,15.70403798,102.7148224,92.5037243,95,NA,NA,NA,NA,NA,NA,NA,NA,5,"ag_prop","Proportion of land dedicated to ag",0.482363815124756
"1101","TOTALS","03G015","WAUKON",2020,3559.942254,1982740,"Allamakee County",43.26,-91.47,"Valuation With G&E Utilities",142696737,127.2800012,112112457.3,"URBAN CLUSTER",14.52682,"Dubuque","Dubuque",83.79,104,"Cedar Falls",96.45,107,"Waverly",82.6,95,"Waterloo-Cedar Falls",1628637.487,457.489861,0.132155136,31492.77412,1326932150,30660.39876,15.70403798,102.7148224,92.5037243,95,NA,NA,NA,NA,NA,NA,NA,NA,5,"ncrops","Number of unique crops grown",14
"1102","TOTALS","03G015","WAUKON",2020,3559.942254,1982740,"Allamakee County",43.26,-91.47,"Valuation With G&E Utilities",142696737,127.2800012,112112457.3,"URBAN CLUSTER",14.52682,"Dubuque","Dubuque",83.79,104,"Cedar Falls",96.45,107,"Waverly",82.6,95,"Waterloo-Cedar Falls",1628637.487,457.489861,0.132155136,31492.77412,1326932150,30660.39876,15.70403798,102.7148224,92.5037243,95,NA,NA,NA,NA,NA,NA,NA,NA,5,"shan_div_h","Shannon's Diversity Index",0.990408037484616
"1103","TOTALS","03G015","WAUKON",2020,3559.942254,1982740,"Allamakee County",43.26,-91.47,"Valuation With G&E Utilities",142696737,127.2800012,112112457.3,"URBAN CLUSTER",14.52682,"Dubuque","Dubuque",83.79,104,"Cedar Falls",96.45,107,"Waverly",82.6,95,"Waterloo-Cedar Falls",1628637.487,457.489861,0.132155136,31492.77412,1326932150,30660.39876,15.70403798,102.7148224,92.5037243,95,NA,NA,NA,NA,NA,NA,NA,NA,5,"shan_e","Shannon's Evenness Index",0.375288564734971
"1104","TOTALS","03G015","WAUKON",2020,3559.942254,1982740,"Allamakee County",43.26,-91.47,"Valuation With G&E Utilities",142696737,127.2800012,112112457.3,"URBAN CLUSTER",14.52682,"Dubuque","Dubuque",83.79,104,"Cedar Falls",96.45,107,"Waverly",82.6,95,"Waterloo-Cedar Falls",1628637.487,457.489861,0.132155136,31492.77412,1326932150,30660.39876,15.70403798,102.7148224,92.5037243,95,NA,NA,NA,NA,NA,NA,NA,NA,5,"simp_d1","Simpson's Diveristy Index, Chance",0.548034723745139
"1105","TOTALS","03G015","WAUKON",2020,3559.942254,1982740,"Allamakee County",43.26,-91.47,"Valuation With G&E Utilities",142696737,127.2800012,112112457.3,"URBAN CLUSTER",14.52682,"Dubuque","Dubuque",83.79,104,"Cedar Falls",96.45,107,"Waverly",82.6,95,"Waterloo-Cedar Falls",1628637.487,457.489861,0.132155136,31492.77412,1326932150,30660.39876,15.70403798,102.7148224,92.5037243,95,NA,NA,NA,NA,NA,NA,NA,NA,5,"simp_e","Simpson's Evenness Index",0.158039953910736
"1106","TOTALS","31G291","EPWORTH",2019,1978,1925725,"Dubuque County",42.44,-90.93,"Valuation With G&E Utilities",69286900,125.0461242,55409074.4,"RURAL PLUS",10.2,"Dubuque","Dubuque",16.74,23,"Marion",53.06,57,"North Liberty",69.35,79,"Dubuque",565172.5589,285.7293018,0.243661125,28012.67664,1521579105,24855.49938,13.83321605,112.7021277,73.7355649,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1107","TOTALS","22G188","GARNAVILLO",2019,724,1929910,"Clayton County",42.86,-91.23,"Valuation With G&E Utilities",22075981,125.0461242,17654270.49,"RURAL",14.19948,"Dubuque","Dubuque",49,62,"Marion",77.67,91,"Waverly",74.07,87,"Dubuque",250681.4607,346.2451114,0.473433279,24384.3515,527867484.3,23326.00461,12.66252931,104.5371975,112.1377858,62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1108","TOTALS","28G262","HOPKINTON",2019,597,1937155,"Delaware County",42.34,-91.24,"Valuation With G&E Utilities",14832605,125.0461242,11861707.11,"RURAL",13.54584,"Dubuque","Dubuque",39.66,45,"Marion",38.74,48,"North Liberty",56.32,70,"Dubuque",160676.7866,269.140346,0.473433279,19868.85612,527867484.3,23326.00461,12.66252931,85.17899425,106.9757839,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1109","TOTALS","49G458","SABULA",2019,554,1969510,"Jackson County",42.06,-90.17,"Valuation With G&E Utilities",17919651,125.0461242,14330432.96,"RURAL",10.90048,"Dubuque","Dubuque",44.7,52,"Clinton",17.9,24,"Muscatine",87.26,93,"Clinton, microMSA",156208.5979,281.9649781,0.473433279,25867.20751,527867484.3,23326.00461,12.66252931,110.8942914,86.08453911,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1110","TOTALS","03G015","WAUKON",2019,3625,1982740,"Allamakee County",43.26,-91.47,"Valuation With G&E Utilities",143817022,125.0461242,115011179.2,"URBAN CLUSTER",13.42324,"Dubuque","Dubuque",83.79,104,"Cedar Falls",96.45,107,"Waverly",82.6,95,"Waterloo-Cedar Falls",1543822.661,425.8821134,0.127458526,31727.22185,1296597844,29870.02037,15.66630923,106.2176103,85.68221017,95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1111","TOTALS","31G291","EPWORTH",2018,1959,1925725,"Dubuque County",42.44,-90.93,"Valuation With G&E Utilities",66650380,122.5917529,54367751.86,"RURAL PLUS",10.2,"Dubuque","Dubuque",16.74,23,"Marion",53.06,57,"North Liberty",69.35,79,"Dubuque",554551.069,283.0786468,0.240369916,27752.80851,1502299426,24492.14884,13.8596334,113.3130812,73.59502022,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1112","TOTALS","22G188","GARNAVILLO",2018,724,1929910,"Clayton County",42.86,-91.23,"Valuation With G&E Utilities",21396946,122.5917529,17453821.73,"RURAL",14.07985,"Dubuque","Dubuque",49,62,"Marion",77.67,91,"Waverly",74.07,87,"Dubuque",245747.1919,339.429823,0.45266389,24107.48858,520478903.4,22770.09815,12.54582026,105.8734504,112.2274168,62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1113","TOTALS","28G262","HOPKINTON",2018,600,1937155,"Delaware County",42.34,-91.24,"Valuation With G&E Utilities",14429947,122.5917529,11770732.26,"RURAL",13.97017,"Dubuque","Dubuque",39.66,45,"Marion",38.74,48,"North Liberty",56.32,70,"Dubuque",164439.1307,274.0652178,0.45266389,19617.8871,520478903.4,22770.09815,12.54582026,86.15635721,111.3531815,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1114","TOTALS","49G458","SABULA",2018,555,1969510,"Jackson County",42.06,-90.17,"Valuation With G&E Utilities",17080138,122.5917529,13932534.29,"RURAL",12.44313,"Dubuque","Dubuque",44.7,52,"Clinton",17.9,24,"Muscatine",87.26,93,"Clinton, microMSA",173364.3354,312.3681718,0.45266389,25103.66538,520478903.4,22770.09815,12.54582026,110.2483846,99.1814783,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1115","TOTALS","03G015","WAUKON",2018,3679,1982740,"Allamakee County",43.26,-91.47,"Valuation With G&E Utilities",139868720,122.5917529,114093090.9,"URBAN CLUSTER",13.29838,"Dubuque","Dubuque",83.79,104,"Cedar Falls",96.45,107,"Waverly",82.6,95,"Waterloo-Cedar Falls",1517253.278,412.4091541,0.124195131,31011.98447,1267301565,29053.88855,15.73710643,106.7395313,84.50333648,95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1116","TOTALS","31G291","EPWORTH",2017,1945,1925725,"Dubuque County",42.44,-90.93,"Valuation With G&E Utilities",60454203,120.0916148,50340070.03,"RURAL PLUS",10.20003,"Dubuque","Dubuque",16.74,23,"Marion",53.06,57,"North Liberty",69.35,79,"Dubuque",513470.2246,263.9949741,0.232619835,25881.78408,1462619111,23756.92933,13.81686559,108.9441473,73.82303845,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1117","TOTALS","22G188","GARNAVILLO",2017,727,1929910,"Clayton County",42.86,-91.23,"Valuation With G&E Utilities",21925415,120.0916148,18257240.55,"RURAL",15.17576,"Dubuque","Dubuque",49,62,"Marion",77.67,91,"Waverly",74.07,87,"Dubuque",277067.5009,381.1107303,0.439984668,25113.12318,520063313.3,22689.3815,12.31732451,110.682273,123.2066265,62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1118","TOTALS","28G262","HOPKINTON",2017,602,1937155,"Delaware County",42.34,-91.24,"Valuation With G&E Utilities",13900790,120.0916148,11575154.54,"RURAL",13.99609,"Dubuque","Dubuque",39.66,45,"Marion",38.74,48,"North Liberty",56.32,70,"Dubuque",162006.9047,269.1144596,0.439984668,19227.83146,520063313.3,22689.3815,12.31732451,84.74374437,113.6293031,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1119","TOTALS","49G458","SABULA",2017,557,1969510,"Jackson County",42.06,-90.17,"Valuation With G&E Utilities",17185776,120.0916148,14310554.51,"RURAL",11.9047,"Dubuque","Dubuque",44.7,52,"Clinton",17.9,24,"Muscatine",87.26,93,"Clinton, microMSA",170362.8583,305.8579143,0.439984668,25692.1984,520063313.3,22689.3815,12.31732451,113.2344591,96.65004762,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1120","TOTALS","03G015","WAUKON",2017,3676,1982740,"Allamakee County",43.26,-91.47,"Valuation With G&E Utilities",132573943,120.0916148,110394004.8,"URBAN CLUSTER",13.33879,"Dubuque","Dubuque",83.79,104,"Cedar Falls",96.45,107,"Waverly",82.6,95,"Waterloo-Cedar Falls",1472522.447,400.5773795,0.123339686,30031.01327,1249920874,28653.45178,15.81468394,104.8076633,84.34433501,95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
